fung,AI,isolate,code,date_measured,DPI,trt,rate_ppm,rep,length_mm,width_mm,avg_mm,area
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0,1,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0,2,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0,3,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0.01,1,83.93,82.32,78.125,4793.039641
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0.01,2,79.03,80.93,74.98,4414.669763
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0.01,3,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0.1,1,67.49,72.97,65.23,3335.837352
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0.1,2,76.78,75.03,70.905,3947.886452
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,0.1,3,73.91,72.24,68.075,3639.04166
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,1,1,19.83,19.24,14.535,165.8548642
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,1,2,11.55,10.34,5.945,27.47006138
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,1,3,15.57,13.35,9.46,69.31680481
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,10,1,8.1,6.6,2.35,3.89546
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,10,2,10.84,6.19,3.515,5.4580421
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,10,3,7.17,7.82,2.495,4.806023775
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,100,1,5.51,5.8,0.655,0.320433
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,100,2,6.27,5.62,0.945,0.618404275
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,100,3,5.67,5.87,0.77,0.457795088
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,500,1,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,500,2,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,500,3,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,1000,1,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,1000,2,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,8/3/23,7,1,1000,3,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0,1,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0,2,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0,3,75.81,72.48,69.145,3752.725005
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0.01,1,80.43,74.07,72.25,4091.76456
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0.01,2,71.52,64.13,62.825,3089.137164
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0.01,3,80.52,79.49,75.005,4418.115125
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0.1,1,53.34,49.29,46.315,1681.471068
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0.1,2,55.95,56.2,51.075,2048.76064
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,0.1,3,56.76,48.55,47.655,1770.351486
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,1,1,15.47,15.87,10.67,89.38266484
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,1,2,13.23,12.42,7.825,47.96018098
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,1,3,14.17,14.14,9.155,65.82526318
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,10,1,10.87,9.72,5.295,21.7599139
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,10,2,8.22,7.62,2.92,6.62573765
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,10,3,10.71,10.75,5.73,25.78582469
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,100,1,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,100,2,6.86,5.84,1.35,1.2270699
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,100,3,5.41,5.91,0.66,0.293023413
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,500,1,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,500,2,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,500,3,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,1000,1,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,1000,2,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,8/3/23,7,1,1000,3,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0,1,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0,2,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0,3,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0.01,1,73.16,73.35,68.255,3658.854786
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0.01,2,79.33,78.64,73.985,4298.876665
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0.01,3,79.99,81.65,75.82,4514.322541
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0.1,1,59.19,58.63,53.91,2282.464443
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0.1,2,61.68,58.68,55.18,2389.568152
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,0.1,3,59.93,53.39,51.66,2087.575993
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,1,1,21.98,22.86,17.42,238.1750216
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,1,2,28.8,25.36,22.08,380.567593
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,1,3,22.65,23.37,18.01,254.6425289
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,10,1,11.89,14.19,8.04,49.72923816
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,10,2,20.23,13.15,11.69,97.48427919
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,10,3,17.1,13.12,10.11,77.1646645
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,100,1,7.6,7.04,2.32,4.165629
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,100,2,6.99,6.29,1.64,2.016136163
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,100,3,5.63,6,0.815,0.49478625
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,500,1,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,500,2,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,500,3,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,1000,1,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,1000,2,5,5,0,0
Aprovia,Benzovindiflupyr,GD-16-1,SB1,12/21/23,7,2,1000,3,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0,1,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0,2,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0,3,84,84,79,4901.525375
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0.01,1,69.53,80.51,70.02,3826.865583
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0.01,2,76.92,78.61,72.765,4157.799754
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0.01,3,80.73,82.4,76.565,4603.477133
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0.1,1,67.42,60.28,58.85,2709.997383
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0.1,2,64.93,62.03,58.48,2684.260879
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,0.1,3,57.97,50.49,49.23,1892.443762
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,1,1,29.04,32,25.52,509.771205
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,1,2,32.17,28.42,25.295,499.7509195
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,1,3,27.58,24.49,21.035,345.6311286
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,10,1,20.45,16.74,13.595,142.4536736
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,10,2,18.72,19.2,13.96,153.009899
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,10,3,15.71,16.18,10.945,94.03907468
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,100,1,13.06,11.14,7.1,38.86695215
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,100,2,8.75,7.22,2.985,6.538246875
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,100,3,12.09,9.21,5.65,23.44257984
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,500,1,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,500,2,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,500,3,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,1000,1,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,1000,2,5,5,0,0
Aprovia,Benzovindiflupyr,LrwHC-1,SB15,12/21/23,7,2,1000,3,5,5,0,0
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0,1,84,84,79,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0,2,84,84,79,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0,3,84,84,79,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0.01,1,84,84,79,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0.01,2,84,84,79,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0.01,3,84,84,79,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0.1,1,84,84,79,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0.1,2,84,84,79,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,0.1,3,82.01,84,78.005,4778.056571
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,1,1,64.72,66.58,60.65,2888.2618
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,1,2,60.26,58.04,54.15,2301.926585
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,1,3,49.54,49.46,44.5,1555.237587
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,10,1,42.61,40.76,36.685,1056.277226
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,10,2,35.5,35.16,30.33,722.450755
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,10,3,35.83,35.76,30.795,744.7953021
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,100,1,23.25,23.35,18.3,263.0122703
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,100,2,23.46,23.27,18.365,264.8788711
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,100,3,22.12,24.52,18.32,262.4585024
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,500,1,23.88,23.22,18.55,270.1639736
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,500,2,20.67,19.07,14.87,173.1570453
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,500,3,21.48,20.24,15.86,197.2510152
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,1000,1,21.28,20.91,16.095,203.4237486
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,1000,2,16.1,13.66,9.88,75.49495725
Cabrio,Pyraclostrobin,GD-16-1,SB1,8/11/23,7,1,1000,3,6.82,7.95,2.385,4.216678375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0,1,84,84,79,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0,2,84,84,79,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0,3,84,84,79,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0.01,1,84,84,79,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0.01,2,84,84,79,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0.01,3,81.1,84,77.55,4721.595963
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0.1,1,75.23,73.73,69.48,3790.932792
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0.1,2,84,84,79,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,0.1,3,81.39,76.96,74.175,4317.225538
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,1,1,39.33,32.97,31.15,754.1250073
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,1,2,68.78,76.94,67.86,3603.562187
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,1,3,60.33,51.85,51.09,2035.857321
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,10,1,32.42,32.37,27.395,589.412471
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,10,2,38.5,40.06,34.28,922.4307913
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,10,3,44.08,47.54,40.81,1305.657036
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,100,1,43.89,44.38,39.135,1202.792545
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,100,2,42.17,44.68,38.425,1158.353986
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,100,3,41.82,40.19,36.005,1017.607089
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,500,1,25.71,25.21,20.46,328.7179994
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,500,2,25.31,21.56,18.435,264.1480011
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,500,3,47.89,44.57,41.23,1332.904914
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,1000,1,20.27,17.85,14.06,154.1058898
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,1000,2,36.35,27.01,26.68,541.9193526
Cabrio,Pyraclostrobin,LrwHC-1,SB15,8/11/23,7,1,1000,3,17.79,13.51,10.65,85.48249259
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0,1,84,84,,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0,2,84,84,,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0,3,84,84,,4901.525375
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0.01,1,81.84,84,,4767.508985
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0.01,2,81.37,78.94,,4434.853822
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0.01,3,78.94,77.64,,4218.250382
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0.1,1,71.27,69.31,,3347.129788
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0.1,2,78.1,78.52,,4220.850287
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,0.1,3,81.54,80.47,,4536.698111
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,1,1,81.81,81.94,,4641.37886
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,1,2,80.2,82.8,,4594.88356
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,1,3,67.65,53.58,,2390.317871
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,10,1,48.3,42.89,,1288.515284
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,10,2,14.63,12.14,,54.00097133
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,10,3,5,5,,0
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,100,1,46.72,39.37,,1126.162093
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,100,2,46.27,44.64,,1284.828577
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,100,3,14.09,12.61,,54.32823709
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,500,1,39.61,36.14,,846.4421473
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,500,2,15.76,12.85,,66.33748475
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,500,3,14.35,13.28,,60.80216175
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,1000,1,5,5,,0
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,1000,2,5,5,,0
Cabrio,Pyraclostrobin,GD-16-1,SB1,1/12/24,7,2,1000,3,34.56,27.23,,516.0846776
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0,1,84,84,,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0,2,84,84,,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0,3,84,84,,4901.525375
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0.01,1,63.81,63.11,,2683.979087
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0.01,2,65.67,64.33,,2826.997445
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0.01,3,70.86,67.07,,3210.558181
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0.1,1,31.64,30.33,,529.9641387
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0.1,2,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,0.1,3,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,1,1,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,1,2,54.44,52.29,,1836.220573
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,1,3,56.6,63.03,,2351.686061
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,10,1,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,10,2,24.61,23.02,,277.5296916
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,10,3,34.84,35.91,,724.3940869
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,100,1,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,100,2,19.81,18.22,,153.7671576
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,100,3,9.73,9.09,,15.19362914
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,500,1,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,500,2,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,500,3,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,1000,1,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,1000,2,5,5,,0
Cabrio,Pyraclostrobin,LrwHC-1,SB15,1/12/24,7,2,1000,3,5,5,,0
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0,1,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0,2,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0,3,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0.01,1,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0.01,2,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0.01,3,84,84,79,4901.525375
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0.1,1,83.74,81.61,77.675,4737.595151
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0.1,2,80,81.05,75.525,4479.582656
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,0.1,3,80.81,82.31,76.56,4602.98164
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,1,1,51.6,44.83,43.215,1457.717259
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,1,2,40.82,38.9,34.86,953.6792918
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,1,3,48.46,45.5,41.98,1382.362099
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,10,1,11.92,11.63,6.775,36.03269085
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,10,2,11.64,10.11,5.875,26.6480879
Fontelis,Penthiopyrad,GD-16-1,SB1,7/18/23,7,1,10,3,11,9.83,5.415,22.7601675
